transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,hist_mean,hist_std,amount_deviation,user_transaction_count,amount_ratio,risk_login_interaction
T17,U2234,15246.9,Payment,UPI,Web,Hyderabad,1978,4,1,28448.77,0,0.58,2,0,22656.692,14088.381057283335,-0.5259505666315949,5,0.6729534920631838,1.16
T18,U5276,26261.58,Withdrawal,UPI,Web,Mumbai,1817,12,4,12609.29,0,0.232,6,0,26261.58,,,1,1.0,1.392
T19,U4164,21625.65,Withdrawal,NetBanking,Android,Chennai,973,3,2,20407.19,0,0.949,9,0,21625.65,,,1,1.0,8.541
T20,U2630,14596.9,Transfer,Wallet,iOS,Chennai,52,8,4,29401.17,0,0.404,4,0,14596.9,,,1,1.0,1.616
T21,U9283,30612.05,Withdrawal,UPI,iOS,Delhi,470,17,0,29822.13,0,0.15,5,0,30612.05,,,1,1.0,0.75
T22,U6747,7017.72,Transfer,Wallet,iOS,Delhi,1135,2,3,2256.81,0,0.022,1,0,24638.725,24919.86425364412,-0.7071067811865476,2,0.2848248032314984,0.022
T23,U1181,14642.63,Transfer,NetBanking,Web,Delhi,1658,23,2,16649.62,1,0.95,1,0,24039.11,16581.06909144582,-0.5666992850809388,3,0.609116976460443,0.95
T24,U4203,18349.77,Withdrawal,NetBanking,Android,Chennai,714,10,1,21825.86,0,0.778,9,0,12435.486666666666,5741.447510448331,1.0301031791321746,3,1.475597255810388,7.002000000000001
T25,U4808,22830.7,Transfer,UPI,Android,Chennai,1042,3,4,5687.3,0,0.216,5,0,22830.7,,,1,1.0,1.08
T26,U3308,39269.54,Payment,Wallet,Android,Hyderabad,158,8,4,24674.96,0,0.142,3,0,39269.54,,,1,1.0,0.4259999999999999
T27,U1472,10023.71,Transfer,Wallet,iOS,Hyderabad,347,11,1,14106.78,0,0.959,2,0,14347.19,6164.204904965441,-0.7013848609278573,3,0.6986531857457801,1.918
T28,U8397,25736.01,Payment,UPI,Android,Mumbai,1012,9,4,14982.77,0,0.241,7,0,31314.125,7888.645885476795,-0.7071067811865479,2,0.8218658512731873,1.6869999999999998
T29,U9198,29641.11,Withdrawal,Card,Web,Chennai,233,9,0,8302.26,0,0.462,4,0,29641.11,,,1,1.0,1.848
T30,U8334,2370.2,Withdrawal,Card,Web,Hyderabad,1143,8,2,9074.41,0,0.611,3,0,2370.2,,,1,1.0,1.833
T31,U2407,30396.87,Transfer,NetBanking,Android,Hyderabad,363,9,4,2616.78,0,0.062,2,0,21528.05,12542.405526245751,0.7071067811865475,2,1.4119657841746,0.124
T32,U7256,8567.68,Payment,NetBanking,iOS,Delhi,1117,8,1,27952.33,0,0.344,4,0,18613.835,14207.408650702282,-0.7071067811865474,2,0.4602855886495179,1.376
T33,U5506,3299.33,Transfer,Card,Web,Delhi,564,0,1,11517.82,1,0.944,9,0,3299.33,,,1,1.0,8.495999999999999
T34,U5582,47446.83,Withdrawal,Card,Web,Delhi,75,21,2,4950.68,0,0.7,7,0,47446.83,,,1,1.0,4.9
T35,U3759,48283.32,Transfer,Card,iOS,Bangalore,1421,15,0,4356.41,0,0.368,1,0,24929.823333333334,20594.272819622285,1.133980154153119,3,1.936769440938677,0.368
T36,U2802,40429.45,Transfer,UPI,iOS,Hyderabad,1924,13,2,12281.44,0,0.792,3,0,40429.45,,,1,1.0,2.3760000000000003
T37,U8637,15265.46,Payment,UPI,Android,Delhi,630,12,4,19003.02,1,0.837,5,0,25710.64,14771.715217428206,-0.7071067811865475,2,0.5937409570512441,4.185
T38,U4639,4928.72,Withdrawal,UPI,Web,Delhi,1647,5,0,23355.69,0,0.152,7,0,21776.74,23826.698383133156,-0.7071067811865476,2,0.2263295608066221,1.064
T39,U3206,34227.44,Transfer,UPI,Web,Chennai,1168,13,0,27745.69,0,0.587,5,0,34227.44,,,1,1.0,2.935
T40,U9553,22035.62,Payment,UPI,Android,Delhi,1119,7,1,19107.49,0,0.367,9,0,22035.62,,,1,1.0,3.303
T41,U4277,6145.81,Transfer,UPI,Android,Chennai,93,22,0,12677.79,0,0.507,7,0,6145.81,,,1,1.0,3.549
T42,U6751,24784.09,Payment,NetBanking,Web,Mumbai,1987,22,4,12716.2,0,0.469,1,0,33936.13,12942.93909138106,-0.7071067811865474,2,0.7303157431327615,0.469
T43,U2054,1767.71,Payment,Wallet,Web,Delhi,236,17,4,17273.87,0,0.504,6,0,1767.71,,,1,1.0,3.024
T44,U6523,45470.55,Transfer,NetBanking,iOS,Chennai,1293,19,4,16187.42,0,0.522,2,0,27552.160000000003,25340.430153890444,0.7071067811865475,2,1.6503442924257117,1.044
T45,U1346,12976.06,Withdrawal,Wallet,iOS,Delhi,901,0,3,19260.36,0,0.069,6,0,27611.49,20697.623597162063,-0.7071067811865475,2,0.4699514586137872,0.414
T46,U1899,33142.99,Withdrawal,NetBanking,Web,Mumbai,1022,11,0,15151.97,0,0.178,3,0,33142.99,,,1,1.0,0.534
T47,U7634,15619.97,Payment,NetBanking,Web,Delhi,29,10,0,1863.83,1,0.566,2,0,15619.97,,,1,1.0,1.132
T48,U6799,26027.4,Withdrawal,UPI,iOS,Chennai,1068,12,4,15071.78,1,0.936,3,0,13692.965,17443.525261209386,0.7071067811865476,2,1.900786279669889,2.8080000000000003
T49,U9575,27358.18,Payment,UPI,Android,Mumbai,1898,22,1,773.74,0,0.747,4,0,27358.18,,,1,1.0,2.988
T50,U6463,9283.48,Withdrawal,Wallet,Android,Mumbai,764,3,0,5500.18,0,0.239,1,0,9869.415,828.6372236690794,-0.7071067811865491,2,0.94063123295555,0.239
T51,U9688,48480.75,Transfer,Wallet,Web,Mumbai,1476,5,3,11684.09,0,0.362,4,0,39866.35,12182.601311706789,0.7071067811865477,2,1.2160819839288022,1.448
T52,U8581,38767.88,Withdrawal,UPI,Web,Bangalore,950,21,0,16584.12,0,0.335,6,0,26506.445,17340.287671156148,0.7071067811865476,2,1.4625831566624643,2.01
T53,U9669,46977.97,Payment,NetBanking,iOS,Chennai,279,12,2,5626.06,0,0.77,5,0,46977.97,,,1,1.0,3.85
T54,U8665,44746.63,Payment,Wallet,Web,Bangalore,1768,23,3,8361.39,0,0.972,5,0,46906.21,3054.107325029691,-0.7071067811865476,2,0.9539596143026692,4.859999999999999
T55,U2603,29915.1,Withdrawal,Card,Android,Mumbai,415,21,1,11288.91,0,0.355,9,0,37446.25,6675.52978055675,-1.1281726316217395,3,0.7988810628567613,3.195
T56,U1488,46097.62,Transfer,Card,iOS,Bangalore,1541,12,3,5996.73,0,0.015,9,0,46097.62,,,1,1.0,0.135
T57,U4896,4470.2,Payment,Card,iOS,Delhi,313,5,3,29963.03,0,0.937,9,0,4470.2,,,1,1.0,8.433
T58,U7117,9839.34,Payment,Wallet,Android,Bangalore,1703,21,0,24160.93,1,0.753,7,0,21417.63,23184.24366931343,-0.4994033950447551,3,0.4594037715657615,5.271
T59,U6287,2309.1,Payment,UPI,Android,Hyderabad,1318,3,3,24347.0,0,0.834,9,0,2309.1,,,1,1.0,7.505999999999999
T60,U3018,16300.25,Payment,UPI,iOS,Mumbai,1581,20,4,17109.03,0,0.209,8,0,16300.25,,,1,1.0,1.672
T61,U1357,19464.43,Payment,UPI,Web,Mumbai,1018,2,3,28843.61,0,0.646,8,0,7216.563333333334,10614.07825894144,1.153926546221656,3,2.6971882738274773,5.168
T62,U7561,13603.88,Transfer,Wallet,Android,Chennai,819,14,0,21992.8,0,0.233,5,0,28264.025,20732.57588535612,-0.7071067811865475,2,0.4813143209433193,1.165
T63,U8749,41445.44,Withdrawal,Wallet,iOS,Delhi,1062,10,4,9993.27,0,0.012,9,0,23476.595,25411.784299179977,0.7071067811865476,2,1.7653940019836778,0.108
T64,U1808,17869.83,Transfer,Card,Web,Chennai,400,1,1,18354.75,0,0.157,8,0,9884.18,11293.414534364709,0.7071067811865476,2,1.8079223567357128,1.256
T65,U8448,14082.68,Transfer,Wallet,Web,Bangalore,1449,22,2,16356.63,0,0.923,7,0,14082.68,,,1,1.0,6.461
T66,U1709,27157.67,Payment,Card,iOS,Hyderabad,1942,16,3,17450.64,0,0.215,8,0,25318.13,2601.5024165278005,0.7071067811865486,2,1.072657024827663,1.72
T67,U9847,7089.17,Transfer,Card,Android,Hyderabad,1800,22,4,24550.03,0,0.585,9,0,9927.95,9997.849038875813,-0.2839390741910224,5,0.7140618153798115,5.265
T68,U1177,40119.74,Payment,UPI,Web,Hyderabad,918,1,4,15335.9,0,0.968,7,0,40119.74,,,1,1.0,6.776
T69,U3551,3773.8,Transfer,Wallet,Android,Hyderabad,1983,20,1,21886.35,0,0.076,9,0,3773.8,,,1,1.0,0.6839999999999999
T70,U5572,49345.0,Payment,UPI,iOS,Delhi,151,0,1,7592.84,0,0.808,8,0,39489.19666666666,16394.758608226995,0.6011557454946382,3,1.249582269716131,6.464
T71,U5611,38623.63,Payment,UPI,Android,Bangalore,655,4,2,27968.65,0,0.598,2,0,38623.63,,,1,1.0,1.196
T72,U3282,9975.85,Transfer,Wallet,Web,Hyderabad,1689,19,2,2682.83,0,0.323,3,0,25135.83333333333,14185.31929754961,-1.0687093476952674,3,0.3968776315353248,0.969
T73,U1105,325.83,Transfer,Wallet,iOS,Mumbai,818,16,0,29808.04,0,0.364,6,0,17130.396666666667,17855.106002018958,-0.9411630860531714,3,0.0190205753165085,2.184
T74,U6842,40782.3,Withdrawal,NetBanking,Web,Bangalore,957,0,2,19016.93,0,0.027,6,0,32367.395000000004,11900.472777081171,0.7071067811865474,2,1.2599809159804178,0.162
T75,U7788,35357.52,Withdrawal,Card,Web,Delhi,1913,6,2,14151.55,1,0.256,7,0,27399.126666666667,15625.252335912315,0.5093289479263094,3,1.29046156945635,1.792
T76,U4108,36463.91,Withdrawal,NetBanking,iOS,Hyderabad,1374,2,4,9392.39,0,0.423,2,0,42609.755000000005,8691.537351242869,-0.7071067811865481,2,0.8557643666338847,0.846
T77,U9241,38574.95,Transfer,Card,iOS,Delhi,254,15,3,12213.74,0,0.717,1,0,22700.62,22449.69277958609,0.7071067811865476,2,1.6992905920631245,0.717
T78,U1267,3748.53,Transfer,Card,Android,Hyderabad,775,15,3,23494.46,1,0.275,5,0,3748.53,,,1,1.0,1.375
T79,U5248,17955.36,Payment,Card,iOS,Mumbai,885,11,2,4269.05,0,0.58,2,0,17955.36,,,1,1.0,1.16
T80,U6998,5837.66,Withdrawal,UPI,Android,Bangalore,921,8,0,7655.29,0,0.732,9,0,21413.24333333333,15406.064556577496,-1.011003379619324,3,0.2726191408338734,6.588
T81,U3877,43162.02,Payment,UPI,iOS,Mumbai,1038,13,0,3799.45,0,0.699,3,0,43162.02,,,1,1.0,2.097
T82,U1520,31183.74,Payment,Wallet,Web,Hyderabad,929,11,3,12856.97,0,0.59,2,0,31183.74,,,1,1.0,1.18
T83,U1170,16578.36,Payment,Card,Android,Chennai,948,15,1,11677.96,0,0.58,7,0,22481.056666666667,10391.405049031307,-0.56803643384269,3,0.7374368672172438,4.06
T84,U5484,3224.74,Payment,Card,iOS,Bangalore,458,16,4,19498.67,0,0.721,6,0,21842.735,26329.82103319448,-0.7071067811865476,2,0.1476344422985491,4.326
T85,U9322,15583.57,Withdrawal,Card,Android,Delhi,275,11,2,29871.91,0,0.336,8,0,15583.57,,,1,1.0,2.688
T86,U3983,16292.91,Payment,UPI,Android,Hyderabad,1524,3,4,26781.54,0,0.45,9,0,16292.91,,,1,1.0,4.05
T87,U2552,36493.83,Transfer,Wallet,Android,Mumbai,1272,16,2,26423.29,0,0.966,3,0,36493.83,,,1,1.0,2.898
T88,U3989,31896.0,Transfer,UPI,Web,Chennai,259,0,2,19406.67,0,0.669,8,0,31896.0,,,1,1.0,5.352
T89,U4029,44366.28,Transfer,NetBanking,iOS,Hyderabad,964,20,3,8191.19,0,0.52,4,0,44366.28,,,1,1.0,2.08
T90,U5882,23637.14,Withdrawal,NetBanking,iOS,Delhi,1324,16,4,11584.16,0,0.578,2,0,23752.735,163.47601674251956,-0.7071067811865476,2,0.995133402532382,1.156
T91,U4389,6023.73,Payment,NetBanking,Android,Mumbai,552,10,4,7578.65,0,0.104,4,0,6023.73,,,1,1.0,0.416
T92,U4396,35676.58,Withdrawal,Wallet,iOS,Bangalore,641,18,1,4139.01,0,0.592,4,0,26021.105,13654.903696154362,0.7071067811865476,2,1.371063219644208,2.368
T93,U8733,38051.21,Payment,NetBanking,Web,Chennai,1112,22,1,13137.33,0,0.836,8,0,38051.21,,,1,1.0,6.688
T94,U4576,28085.8,Withdrawal,Wallet,Android,Hyderabad,916,17,4,26936.3,0,0.524,8,0,24898.0725,17191.72656353122,0.1854221848061565,4,1.1280310955797883,4.192
T95,U3234,38559.81,Withdrawal,UPI,Web,Hyderabad,530,19,1,22340.85,0,0.177,7,0,34870.97,6242.775929960967,0.5908973894603744,3,1.1057854140564485,1.239
T96,U1521,24715.09,Payment,UPI,Web,Hyderabad,1483,1,1,29546.65,0,0.448,4,0,24715.09,,,1,1.0,1.792
T97,U4929,26160.5,Withdrawal,Wallet,iOS,Hyderabad,1589,8,2,5925.03,0,0.278,2,0,21265.555,6922.497606070369,0.7071067811865476,2,1.2301818598197884,0.556
T98,U1472,21405.67,Payment,UPI,iOS,Mumbai,893,8,3,15066.27,0,0.36,1,0,14347.19,6164.204904965441,1.1450754977846689,3,1.4919764776238411,0.36
T99,U1266,1319.69,Transfer,UPI,Android,Bangalore,743,11,2,23812.08,0,0.225,2,0,1319.69,,,1,1.0,0.45
T100,U8394,5439.18,Transfer,Wallet,Web,Delhi,153,12,1,13867.79,0,0.334,2,0,22697.47,16141.176802628115,-1.0692089065767496,3,0.2396381623150069,0.668
T101,U7803,1619.89,Transfer,NetBanking,iOS,Chennai,1153,15,2,10716.13,0,0.822,3,0,1619.89,,,1,1.0,2.466
T102,U7909,31838.7,Withdrawal,Wallet,Android,Hyderabad,953,12,2,24495.02,1,0.758,5,0,22393.565,13357.438015444804,0.7071067811865474,2,1.4217789798096014,3.79
T103,U5779,15752.08,Transfer,Card,Android,Hyderabad,574,22,0,12966.21,0,0.491,1,0,24723.713333333333,9724.971062421386,-0.9225357356589932,3,0.6371243586117188,0.491
T104,U1616,25453.11,Payment,UPI,iOS,Bangalore,1610,13,2,27397.73,0,0.783,5,1,25453.11,,,1,1.0,3.915
T105,U6888,45382.95,Transfer,Wallet,Web,Bangalore,1209,6,2,8125.2,0,0.976,7,0,45382.95,,,1,1.0,6.832
T106,U1735,12502.15,Transfer,UPI,Android,Mumbai,79,1,3,26903.97,0,0.406,1,0,12502.15,,,1,1.0,0.406
T107,U2553,20548.63,Withdrawal,NetBanking,iOS,Mumbai,1847,11,4,8425.98,0,0.98,4,0,19337.44,13564.37190628818,0.0892920076482507,3,1.0626344541986943,3.92
T108,U9301,37789.78,Payment,UPI,Android,Mumbai,642,23,0,8757.97,0,0.246,2,0,17470.035,14169.40908589228,1.4340573327247133,4,2.163119879267557,0.492
T109,U3195,11478.47,Withdrawal,Wallet,iOS,Chennai,898,16,0,12675.47,0,0.955,8,0,20893.46,13314.806547607068,-0.7071067811865475,2,0.549381002476373,7.64
T110,U9467,3895.15,Withdrawal,NetBanking,Android,Mumbai,1236,23,0,15522.77,0,0.864,2,0,21085.9,16226.863090687,-1.0594006927849289,3,0.184727709037793,1.728
T111,U9234,14523.09,Payment,NetBanking,Web,Hyderabad,810,4,0,12604.93,0,0.199,1,0,14523.09,,,1,1.0,0.199
T112,U9082,8103.0,Withdrawal,NetBanking,Android,Mumbai,189,19,3,25878.26,1,0.35,2,0,22904.355,20932.27698249882,-0.7071067811865476,2,0.3537755156170082,0.7
T113,U8186,46488.4,Payment,Card,iOS,Chennai,602,9,4,23887.52,0,0.708,4,0,23671.915,32267.382532682288,0.7071067811865476,2,1.9638630841653493,2.832
T114,U9675,40415.61,Transfer,Wallet,iOS,Mumbai,576,17,3,9364.92,0,0.192,5,0,32789.82,10784.495641809126,0.7071067811865475,2,1.232565778037208,0.96
T115,U2339,31688.52,Payment,Wallet,iOS,Mumbai,700,2,0,15394.44,0,0.591,2,0,24556.125,10086.729741202053,0.7071067811865475,2,1.290452789273552,1.182
T116,U5538,43579.46,Payment,NetBanking,Web,Hyderabad,1643,12,4,12987.79,0,0.535,4,0,43579.46,,,1,1.0,2.14
T117,U4935,40193.42,Payment,UPI,iOS,Hyderabad,1143,12,3,1776.5,1,0.292,7,0,40193.42,,,1,1.0,2.044
T118,U3759,9369.17,Withdrawal,NetBanking,iOS,Hyderabad,1457,9,4,22469.59,1,0.301,5,0,24929.823333333334,20594.272819622285,-0.7555815866684594,3,0.3758217567259134,1.505
T119,U2322,44633.32,Payment,Card,Web,Mumbai,674,1,3,5531.83,1,0.516,8,0,38114.875,9218.47332458309,0.7071067811865475,2,1.1710210252558877,4.128
T120,U9154,26990.14,Payment,NetBanking,iOS,Hyderabad,1992,15,4,28030.84,0,0.3,9,0,24465.666666666668,2196.245212204988,1.1494496695106322,3,1.1031843263348635,2.7
T121,U7077,40381.64,Payment,Wallet,iOS,Bangalore,1536,3,3,11993.57,0,0.18,1,0,38646.145,2454.360566430696,0.7071067811865454,2,1.0449073251678789,0.18
T122,U5583,44809.76,Transfer,NetBanking,Web,Delhi,415,18,0,18705.51,0,0.773,1,0,44809.76,,,1,1.0,0.773
T123,U2161,15934.27,Payment,UPI,Android,Delhi,995,4,0,24567.15,0,0.582,3,1,14330.616666666669,4608.140564754218,0.3480044305937674,3,1.11190400040938,1.746
T124,U7575,5547.09,Withdrawal,Wallet,iOS,Hyderabad,646,6,0,5490.87,1,0.438,8,0,21695.4425,18424.53635834812,-0.876459097038999,4,0.2556799659652021,3.504
T125,U4491,11435.36,Payment,UPI,Android,Chennai,1124,8,3,16279.98,0,0.181,1,0,11435.36,,,1,1.0,0.181
T126,U5632,21384.03,Payment,NetBanking,Web,Hyderabad,1327,4,4,7198.85,0,0.594,2,0,34913.16,19133.07913310871,-0.7071067811865478,2,0.6124919657802387,1.188
T127,U6524,40909.84,Transfer,Wallet,iOS,Hyderabad,1426,7,4,15339.16,0,0.629,1,0,30416.49,24213.650990693248,0.433365047015554,3,1.344988853085941,0.629
T128,U3140,43043.49,Payment,Card,iOS,Mumbai,1070,1,1,17425.14,0,0.48,1,0,42453.81,833.9334534601671,0.7071067811865475,2,1.01388991942066,0.48
T129,U5039,397.26,Withdrawal,Wallet,Web,Chennai,526,21,2,5157.32,0,0.373,9,0,397.26,,,1,1.0,3.357
T130,U1958,25561.83,Payment,UPI,iOS,Hyderabad,859,23,0,17466.48,0,0.867,1,0,25561.83,,,1,1.0,0.867
T131,U5840,20899.68,Withdrawal,Wallet,Android,Bangalore,1695,19,0,13701.75,0,0.705,4,0,20899.68,,,1,1.0,2.82
T132,U3019,11144.29,Transfer,Card,Android,Delhi,1911,19,0,15707.79,0,0.356,7,0,11144.29,,,1,1.0,2.492
T133,U2050,6037.28,Payment,Card,Web,Bangalore,917,6,1,27158.51,0,0.593,5,0,6037.28,,,1,1.0,2.965
T134,U7905,16913.88,Transfer,Card,iOS,Bangalore,325,3,1,14565.71,0,0.234,5,0,16913.88,,,1,1.0,1.1700000000000002
T135,U1699,47148.34,Payment,Card,iOS,Bangalore,1205,20,1,14336.84,0,0.011,7,0,33419.22,19415.90770344771,0.7071067811865472,2,1.4108150938292394,0.077
T136,U2974,16193.99,Withdrawal,UPI,Web,Chennai,1439,14,0,14164.92,0,0.869,6,0,16193.99,,,1,1.0,5.214
T137,U2686,25963.59,Transfer,Wallet,Android,Chennai,1295,17,4,18730.85,0,0.819,6,1,14045.075,16855.32555634717,0.7071067811865475,2,1.848590342166204,4.914
T138,U2979,35165.8,Payment,NetBanking,Android,Chennai,1517,1,0,11088.77,1,0.639,8,0,35165.8,,,1,1.0,5.112
T139,U6022,18213.3,Withdrawal,Card,Web,Delhi,36,13,1,24060.67,0,0.811,9,0,17931.02,399.2042043866756,0.7071067811865476,2,1.0157425511766758,7.299
T140,U5263,48590.52,Transfer,NetBanking,iOS,Mumbai,1528,9,1,8652.9,0,0.781,2,0,48590.52,,,1,1.0,1.562
T141,U1515,48124.24,Payment,NetBanking,Android,Hyderabad,64,4,2,9056.43,1,0.86,4,0,48124.24,,,1,1.0,3.44
T142,U5875,12626.53,Transfer,Wallet,iOS,Hyderabad,1944,11,3,17703.63,0,0.892,9,0,12626.53,,,1,1.0,8.028
T143,U2726,24887.56,Payment,NetBanking,Android,Mumbai,1865,9,2,7870.69,0,0.819,1,0,24887.56,,,1,1.0,0.819
T144,U4077,15078.87,Withdrawal,NetBanking,iOS,Hyderabad,258,17,2,2789.39,0,0.852,8,0,24779.965,13719.42011886982,-0.7071067811865476,2,0.6085105447081948,6.816
T145,U1247,14277.78,Withdrawal,UPI,Android,Bangalore,282,5,0,6247.01,0,0.502,1,0,23196.45333333333,16251.231234443336,-0.5487998542800152,6,0.6155156477944329,0.502
T146,U3238,1892.5,Transfer,NetBanking,iOS,Delhi,1292,21,3,27418.36,0,0.708,4,0,5204.33,4683.634902274087,-0.7071067811865476,2,0.3636395078713302,2.832
T147,U6324,30497.74,Transfer,Wallet,Web,Hyderabad,1811,11,3,419.95,0,0.333,9,1,19512.84,15534.994561312213,0.7071067811865476,2,1.5629575192539886,2.9970000000000003
T148,U4212,25158.82,Payment,NetBanking,Android,Delhi,200,23,0,4090.5,1,0.861,4,1,25158.82,,,1,1.0,3.444
T149,U8724,2621.36,Withdrawal,Wallet,Web,Mumbai,584,0,4,22765.39,0,0.859,5,0,2621.36,,,1,1.0,4.295
T150,U7392,13968.39,Payment,Card,Android,Hyderabad,866,6,0,29397.84,1,0.066,9,0,13968.39,,,1,1.0,0.5940000000000001
T151,U9335,45417.88,Withdrawal,NetBanking,Android,Delhi,1479,11,4,20676.74,0,0.347,8,0,26461.445,26808.44747124402,0.7071067811865475,2,1.7163794343052694,2.776
T152,U9792,12016.12,Transfer,NetBanking,Android,Bangalore,1886,6,4,27677.8,0,0.171,1,0,12016.12,,,1,1.0,0.171
T153,U9965,7287.5,Payment,NetBanking,iOS,Bangalore,1535,8,3,25671.55,0,0.136,3,0,7287.5,,,1,1.0,0.408
T154,U1732,24498.17,Payment,Card,Android,Mumbai,625,19,0,14451.11,1,0.415,4,0,24498.17,,,1,1.0,1.66
T155,U7026,49283.24,Withdrawal,UPI,Web,Chennai,1426,14,0,10072.35,0,0.626,3,0,49283.24,,,1,1.0,1.878
T156,U7031,12140.66,Withdrawal,NetBanking,iOS,Hyderabad,1441,22,3,19003.91,0,0.344,9,0,20926.51333333333,24211.29138094524,-0.3628824747550628,3,0.580156847278588,3.096
T157,U8987,33623.17,Withdrawal,Wallet,iOS,Bangalore,1833,11,2,16053.25,0,0.309,6,0,35552.085,2727.8977536649,-0.7071067811865475,2,0.9457439697277952,1.854
T158,U3605,38092.9,Transfer,UPI,Android,Bangalore,1804,12,0,872.3,0,0.094,3,0,38092.9,,,1,1.0,0.282
T159,U5651,11920.0,Payment,UPI,iOS,Mumbai,1027,21,1,28723.19,0,0.383,8,0,12545.82,885.0431316043299,-0.7071067811865476,2,0.9501172502076388,3.064
T160,U5141,36424.41,Withdrawal,UPI,Android,Bangalore,682,3,1,17150.4,0,0.471,9,0,36424.41,,,1,1.0,4.239
T161,U4152,18420.77,Transfer,NetBanking,Web,Hyderabad,692,9,0,26247.3,0,0.399,4,0,18420.77,,,1,1.0,1.596
T162,U1106,31633.68,Withdrawal,Card,iOS,Mumbai,118,23,4,22065.44,0,0.68,5,0,30876.17,12106.861707548323,0.0625686505965219,3,1.02453380713994,3.4000000000000004
T163,U8583,31694.81,Payment,Card,iOS,Delhi,661,2,3,10290.91,1,0.288,3,0,31694.81,,,1,1.0,0.8639999999999999
T164,U1077,26811.95,Withdrawal,NetBanking,Web,Mumbai,1638,23,4,27044.62,0,0.716,5,0,25542.416666666668,21453.590639408903,0.0591757974071379,3,1.0497029451011226,3.58
T165,U1822,4559.97,Payment,Wallet,Web,Hyderabad,990,4,1,23733.63,0,0.883,2,0,18866.193333333333,13746.008262242289,-1.0407547456980546,3,0.2417005868345107,1.766
T166,U6928,41773.36,Transfer,Wallet,Android,Hyderabad,1136,3,1,12950.77,0,0.591,2,1,38348.27,4843.808730348467,0.7071067811865464,2,1.089315371984186,1.182
T167,U1821,16072.96,Transfer,Wallet,iOS,Delhi,235,18,3,25230.3,0,0.389,5,0,21344.975,7455.755114034396,-0.7071067811865471,2,0.7530090805915678,1.945
T168,U7504,9366.6,Withdrawal,NetBanking,Web,Mumbai,362,14,1,8219.41,0,0.18,7,1,9366.6,,,1,1.0,1.26
